fid,PSGC_CODE,REGION,PROVINCE,CITY/MUNICIPALITY,BARANGAY,OFFICE,PSGC
15973,"1705201029",17_MIMAROPA REGION,052_ORIENTAL MINDORO,01_BACO,029_POBLACION,052_ORIENTAL MINDORO,"05201029"
15974,"1705202001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,001_ALCADESMA,052_ORIENTAL MINDORO,"05202001"
15975,"1705202003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,003_BATO,052_ORIENTAL MINDORO,"05202003"
15976,"1705202004",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,004_CONRAZON,052_ORIENTAL MINDORO,"05202004"
15977,"1705202005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,005_MALO,052_ORIENTAL MINDORO,"05202005"
15978,"1705202006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,006_MANIHALA,052_ORIENTAL MINDORO,"05202006"
15979,"1705202007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,007_PAG-ASA,052_ORIENTAL MINDORO,"05202007"
15980,"1705202008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,008_POBLACION,052_ORIENTAL MINDORO,"05202008"
15981,"1705202009",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,009_PROPER BANSUD,052_ORIENTAL MINDORO,"05202009"
15982,"1705202010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,010_ROSACARA,052_ORIENTAL MINDORO,"05202010"
15983,"1705202011",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,011_SALCEDO,052_ORIENTAL MINDORO,"05202011"
15984,"1705202012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,012_SUMAGUI,052_ORIENTAL MINDORO,"05202012"
15985,"1705202013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,013_PROPER TIGUISAN,052_ORIENTAL MINDORO,"05202013"
15986,"1705202014",17_MIMAROPA REGION,052_ORIENTAL MINDORO,02_BANSUD,014_VILLA PAG-ASA,052_ORIENTAL MINDORO,"05202014"
15987,"1705203001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,001_ANILAO,052_ORIENTAL MINDORO,"05203001"
15988,"1705203002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,002_BATANGAN,052_ORIENTAL MINDORO,"05203002"
15989,"1705203003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,003_BUKAL,052_ORIENTAL MINDORO,"05203003"
15990,"1705203004",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,004_CAMANTIGUE,052_ORIENTAL MINDORO,"05203004"
15991,"1705203005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,005_CARMUNDO,052_ORIENTAL MINDORO,"05203005"
15992,"1705203006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,006_CAWAYAN,052_ORIENTAL MINDORO,"05203006"
15993,"1705203007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,007_DAYHAGAN,052_ORIENTAL MINDORO,"05203007"
15994,"1705203008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,008_FORMON,052_ORIENTAL MINDORO,"05203008"
15995,"1705203009",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,009_HAGAN,052_ORIENTAL MINDORO,"05203009"
15996,"1705203010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,010_HAGUPIT,052_ORIENTAL MINDORO,"05203010"
15997,"1705203011",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,011_KALIGTASAN,052_ORIENTAL MINDORO,"05203011"
15998,"1705203012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,012_LABASAN,052_ORIENTAL MINDORO,"05203012"
15999,"1705203013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,013_LABONAN,052_ORIENTAL MINDORO,"05203013"
16000,"1705203014",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,014_LIBERTAD,052_ORIENTAL MINDORO,"05203014"
16001,"1705203015",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,015_LISAP,052_ORIENTAL MINDORO,"05203015"
16002,"1705203016",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,016_LUNA,052_ORIENTAL MINDORO,"05203016"
16003,"1705203017",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,017_MALITBOG,052_ORIENTAL MINDORO,"05203017"
16004,"1705203018",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,018_MAPANG,052_ORIENTAL MINDORO,"05203018"
16005,"1705203019",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,019_MASAGUISI,052_ORIENTAL MINDORO,"05203019"
16006,"1705203020",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,020_MORENTE,052_ORIENTAL MINDORO,"05203020"
16007,"1705203021",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,021_OGBOT,052_ORIENTAL MINDORO,"05203021"
16008,"1705203022",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,022_ORCONUMA,052_ORIENTAL MINDORO,"05203022"
16009,"1705203023",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,023_POLUSAHI,052_ORIENTAL MINDORO,"05203023"
16010,"1705203024",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,024_SAGANA,052_ORIENTAL MINDORO,"05203024"
16011,"1705203025",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,025_SAN ISIDRO,052_ORIENTAL MINDORO,"05203025"
16012,"1705203026",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,026_SAN JOSE,052_ORIENTAL MINDORO,"05203026"
16013,"1705203027",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,027_SAN JUAN,052_ORIENTAL MINDORO,"05203027"
16014,"1705203028",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,028_SANTA CRUZ,052_ORIENTAL MINDORO,"05203028"
16015,"1705203029",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,029_SIGANGE,052_ORIENTAL MINDORO,"05203029"
16016,"1705203031",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,031_TAWAS,052_ORIENTAL MINDORO,"05203031"
16017,"1705203032",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,032_POBLACION,052_ORIENTAL MINDORO,"05203032"
16018,"1705203033",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,033_APLAYA,052_ORIENTAL MINDORO,"05203033"
16019,"1705203034",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,034_BAGUMBAYAN I,052_ORIENTAL MINDORO,"05203034"
16020,"1705203035",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,035_BAGUMBAYAN II,052_ORIENTAL MINDORO,"05203035"
16021,"1705203036",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,036_IPIL,052_ORIENTAL MINDORO,"05203036"
16022,"1705203037",17_MIMAROPA REGION,052_ORIENTAL MINDORO,03_BONGABONG,037_MINA DE ORO,052_ORIENTAL MINDORO,"05203037"
16023,"1705204001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,001_BAGONG SIKAT,052_ORIENTAL MINDORO,"05204001"
16024,"1705204002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,002_BALATASAN,052_ORIENTAL MINDORO,"05204002"
16025,"1705204003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,003_BENLI,052_ORIENTAL MINDORO,"05204003"
16026,"1705204005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,005_CABUGAO,052_ORIENTAL MINDORO,"05204005"
16027,"1705204006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,006_CAMBUNANG,052_ORIENTAL MINDORO,"05204006"
16028,"1705204007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,007_CAMPAASAN,052_ORIENTAL MINDORO,"05204007"
16029,"1705204008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,008_MAASIN,052_ORIENTAL MINDORO,"05204008"
16030,"1705204009",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,009_MAUJAO,052_ORIENTAL MINDORO,"05204009"
16031,"1705204010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,010_MILAGROSA,052_ORIENTAL MINDORO,"05204010"
16032,"1705204011",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,011_NASUKOB,052_ORIENTAL MINDORO,"05204011"
16033,"1705204012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,012_POBLACION,052_ORIENTAL MINDORO,"05204012"
16034,"1705204013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,013_SAN FRANCISCO,052_ORIENTAL MINDORO,"05204013"
16035,"1705204014",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,014_SAN ISIDRO,052_ORIENTAL MINDORO,"05204014"
16036,"1705204015",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,015_SAN JUAN,052_ORIENTAL MINDORO,"05204015"
16037,"1705204017",17_MIMAROPA REGION,052_ORIENTAL MINDORO,04_BULALACAO,017_SAN ROQUE,052_ORIENTAL MINDORO,"05204017"
16038,"1705205001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,001_BALINGAYAN,052_ORIENTAL MINDORO,"05205001"
16039,"1705205002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,002_BALITE,052_ORIENTAL MINDORO,"05205002"
16040,"1705205003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,003_BARUYAN,052_ORIENTAL MINDORO,"05205003"
16041,"1705205004",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,004_BATINO,052_ORIENTAL MINDORO,"05205004"
16042,"1705205005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,005_BAYANAN I,052_ORIENTAL MINDORO,"05205005"
16043,"1705205006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,006_BAYANAN II,052_ORIENTAL MINDORO,"05205006"
16044,"1705205007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,007_BIGA,052_ORIENTAL MINDORO,"05205007"
16045,"1705205008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,008_BONDOC,052_ORIENTAL MINDORO,"05205008"
16046,"1705205009",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,009_BUCAYAO,052_ORIENTAL MINDORO,"05205009"
16047,"1705205010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,010_BUHUAN,052_ORIENTAL MINDORO,"05205010"
16048,"1705205011",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,011_BULUSAN,052_ORIENTAL MINDORO,"05205011"
16049,"1705205012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,012_STA. RITA,052_ORIENTAL MINDORO,"05205012"
16050,"1705205013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,013_CALERO,052_ORIENTAL MINDORO,"05205013"
16051,"1705205015",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,015_CAMANSIHAN,052_ORIENTAL MINDORO,"05205015"
16052,"1705205016",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,016_CAMILMIL,052_ORIENTAL MINDORO,"05205016"
16053,"1705205017",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,017_CANUBING I,052_ORIENTAL MINDORO,"05205017"
16054,"1705205018",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,018_CANUBING II,052_ORIENTAL MINDORO,"05205018"
16055,"1705205019",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,019_COMUNAL,052_ORIENTAL MINDORO,"05205019"
16056,"1705205021",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,021_GUINOBATAN,052_ORIENTAL MINDORO,"05205021"
16057,"1705205022",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,022_GULOD,052_ORIENTAL MINDORO,"05205022"
16058,"1705205023",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,023_GUTAD,052_ORIENTAL MINDORO,"05205023"
16059,"1705205025",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,025_IBABA EAST,052_ORIENTAL MINDORO,"05205025"
16060,"1705205026",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,026_IBABA WEST,052_ORIENTAL MINDORO,"05205026"
16061,"1705205027",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,027_ILAYA,052_ORIENTAL MINDORO,"05205027"
16062,"1705205028",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,028_LALUD,052_ORIENTAL MINDORO,"05205028"
16063,"1705205029",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,029_LAZARETO,052_ORIENTAL MINDORO,"05205029"
16064,"1705205030",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,030_LIBIS,052_ORIENTAL MINDORO,"05205030"
16065,"1705205031",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,031_LUMANGBAYAN,052_ORIENTAL MINDORO,"05205031"
16066,"1705205032",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,032_MAHAL NA PANGALAN,052_ORIENTAL MINDORO,"05205032"
16067,"1705205033",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,033_MAIDLANG,052_ORIENTAL MINDORO,"05205033"
16068,"1705205034",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,034_MALAD,052_ORIENTAL MINDORO,"05205034"
16069,"1705205035",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,035_MALAMIG,052_ORIENTAL MINDORO,"05205035"
16070,"1705205036",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,036_MANAGPI,052_ORIENTAL MINDORO,"05205036"
16071,"1705205037",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,037_MASIPIT,052_ORIENTAL MINDORO,"05205037"
16072,"1705205038",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,038_NAG-IBA I,052_ORIENTAL MINDORO,"05205038"
16073,"1705205039",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,039_NAVOTAS,052_ORIENTAL MINDORO,"05205039"
16074,"1705205041",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,041_PACHOCA,052_ORIENTAL MINDORO,"05205041"
16075,"1705205042",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,042_PALHI,052_ORIENTAL MINDORO,"05205042"
16076,"1705205043",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,043_PANGGALAAN,052_ORIENTAL MINDORO,"05205043"
16077,"1705205044",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,044_PARANG,052_ORIENTAL MINDORO,"05205044"
16078,"1705205045",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,045_PATAS,052_ORIENTAL MINDORO,"05205045"
16079,"1705205046",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,046_PERSONAS,052_ORIENTAL MINDORO,"05205046"
16080,"1705205047",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,047_PUTING TUBIG,052_ORIENTAL MINDORO,"05205047"
16081,"1705205048",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,048_SALONG,052_ORIENTAL MINDORO,"05205048"
16082,"1705205049",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,049_SAN ANTONIO,052_ORIENTAL MINDORO,"05205049"
16083,"1705205050",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,050_SAN VICENTE CENTRAL,052_ORIENTAL MINDORO,"05205050"
16084,"1705205051",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,051_SAN VICENTE EAST,052_ORIENTAL MINDORO,"05205051"
16085,"1705205052",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,052_SAN VICENTE NORTH,052_ORIENTAL MINDORO,"05205052"
16086,"1705205053",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,053_SAN VICENTE SOUTH,052_ORIENTAL MINDORO,"05205053"
16087,"1705205054",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,054_SAN VICENTE WEST,052_ORIENTAL MINDORO,"05205054"
16088,"1705205055",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,055_STA. CRUZ,052_ORIENTAL MINDORO,"05205055"
16089,"1705205056",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,056_STA. ISABEL,052_ORIENTAL MINDORO,"05205056"
16090,"1705205057",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,057_STO. NIÑO,052_ORIENTAL MINDORO,"05205057"
16091,"1705205058",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,058_SAPUL,052_ORIENTAL MINDORO,"05205058"
16092,"1705205059",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,059_SILONAY,052_ORIENTAL MINDORO,"05205059"
16093,"1705205061",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,061_STA. MARIA VILLAGE,052_ORIENTAL MINDORO,"05205061"
16094,"1705205062",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,062_SUQUI,052_ORIENTAL MINDORO,"05205062"
16095,"1705205063",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,063_TAWAGAN,052_ORIENTAL MINDORO,"05205063"
16096,"1705205064",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,064_TAWIRAN,052_ORIENTAL MINDORO,"05205064"
16097,"1705205065",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,065_TIBAG,052_ORIENTAL MINDORO,"05205065"
16098,"1705205066",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,066_WAWA,052_ORIENTAL MINDORO,"05205066"
16099,"1705205068",17_MIMAROPA REGION,052_ORIENTAL MINDORO,05_CITY OF CALAPAN,068_NAG-IBA II,052_ORIENTAL MINDORO,"05205068"
16100,"1705206001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,001_AGSALIN,052_ORIENTAL MINDORO,"05206001"
16101,"1705206002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,002_AGOS,052_ORIENTAL MINDORO,"05206002"
16102,"1705206003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,003_ANDRES BONIFACIO,052_ORIENTAL MINDORO,"05206003"
16103,"1705206004",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,004_BALETE,052_ORIENTAL MINDORO,"05206004"
16104,"1705206005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,005_BANUS,052_ORIENTAL MINDORO,"05206005"
16105,"1705206006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,006_BANUTAN,052_ORIENTAL MINDORO,"05206006"
16106,"1705206007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,007_BUONG LUPA,052_ORIENTAL MINDORO,"05206007"
16107,"1705206008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,008_BULAKLAKAN,052_ORIENTAL MINDORO,"05206008"
16108,"1705206009",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,009_GAUDENCIO ANTONINO,052_ORIENTAL MINDORO,"05206009"
16109,"1705206010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,010_GUIMBONAN,052_ORIENTAL MINDORO,"05206010"
16110,"1705206012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,012_KAWIT,052_ORIENTAL MINDORO,"05206012"
16111,"1705206013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,013_LUCIO LAUREL,052_ORIENTAL MINDORO,"05206013"
16112,"1705206014",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,014_MACARIO ADRIATICO,052_ORIENTAL MINDORO,"05206014"
16113,"1705206015",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,015_MALAMIG,052_ORIENTAL MINDORO,"05206015"
16114,"1705206016",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,016_MALAYONG,052_ORIENTAL MINDORO,"05206016"
16115,"1705206017",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,017_MALIGAYA,052_ORIENTAL MINDORO,"05206017"
16116,"1705206018",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,018_MALUBAY,052_ORIENTAL MINDORO,"05206018"
16117,"1705206020",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,020_MANGUYANG,052_ORIENTAL MINDORO,"05206020"
16118,"1705206021",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,021_MARAGOOC,052_ORIENTAL MINDORO,"05206021"
16119,"1705206022",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,022_MIRAYAN,052_ORIENTAL MINDORO,"05206022"
16120,"1705206023",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,023_NARRA,052_ORIENTAL MINDORO,"05206023"
16121,"1705206024",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,024_PAPANDUNGIN,052_ORIENTAL MINDORO,"05206024"
16122,"1705206025",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,025_SAN ANTONIO,052_ORIENTAL MINDORO,"05206025"
16123,"1705206026",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,026_SANTA MARIA,052_ORIENTAL MINDORO,"05206026"
16124,"1705206027",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,027_SANTA THERESA,052_ORIENTAL MINDORO,"05206027"
16125,"1705206028",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,028_TAMBONG,052_ORIENTAL MINDORO,"05206028"
16126,"1705206029",17_MIMAROPA REGION,052_ORIENTAL MINDORO,06_GLORIA,029_ALMA VILLA,052_ORIENTAL MINDORO,"05206029"
16127,"1705207001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,001_B. DEL MUNDO,052_ORIENTAL MINDORO,"05207001"
16128,"1705207002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,002_BALUGO,052_ORIENTAL MINDORO,"05207002"
16129,"1705207003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,003_BONBON,052_ORIENTAL MINDORO,"05207003"
16130,"1705207004",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,004_BUDBURAN,052_ORIENTAL MINDORO,"05207004"
16131,"1705207005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,005_CABALWA,052_ORIENTAL MINDORO,"05207005"
16132,"1705207007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,007_DON PEDRO,052_ORIENTAL MINDORO,"05207007"
16133,"1705207010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,010_MALIWANAG,052_ORIENTAL MINDORO,"05207010"
16134,"1705207011",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,011_MANAUL,052_ORIENTAL MINDORO,"05207011"
16135,"1705207012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,012_PANAYTAYAN,052_ORIENTAL MINDORO,"05207012"
16136,"1705207013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,013_POBLACION,052_ORIENTAL MINDORO,"05207013"
16137,"1705207014",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,014_ROMA,052_ORIENTAL MINDORO,"05207014"
16138,"1705207016",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,016_SANTA BRIGIDA,052_ORIENTAL MINDORO,"05207016"
16139,"1705207017",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,017_SANTA MARIA,052_ORIENTAL MINDORO,"05207017"
16140,"1705207018",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,018_VILLA CELESTIAL,052_ORIENTAL MINDORO,"05207018"
16141,"1705207019",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,019_WASIG,052_ORIENTAL MINDORO,"05207019"
16142,"1705207020",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,020_SANTA TERESITA,052_ORIENTAL MINDORO,"05207020"
16143,"1705207021",17_MIMAROPA REGION,052_ORIENTAL MINDORO,07_MANSALAY,021_WAYGAN,052_ORIENTAL MINDORO,"05207021"
16144,"1705208001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,001_ADRIALUNA,052_ORIENTAL MINDORO,"05208001"
16145,"1705208002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,002_ANTIPOLO,052_ORIENTAL MINDORO,"05208002"
16146,"1705208003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,003_APITONG,052_ORIENTAL MINDORO,"05208003"
16147,"1705208004",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,004_ARANGIN,052_ORIENTAL MINDORO,"05208004"
16148,"1705208005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,005_AURORA,052_ORIENTAL MINDORO,"05208005"
16149,"1705208006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,006_BACUNGAN,052_ORIENTAL MINDORO,"05208006"
16150,"1705208007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,007_BAGONG BUHAY,052_ORIENTAL MINDORO,"05208007"
